,Username,Ciudad,Departamento,Pais,Título,Pregunta,Propuesta,Descripción,Votos a favor
190,Alejo,Medellín,Antioquia,Colombia,¿Cómo pueden las instituciones buscar inversión internacional?,¿Cómo pueden las instituciones buscar inversión internacional?,renacimiento del grupo cafetero de la federación nacional de cafeteros,"elevar la discusión en la asamblea general de la federación nacional de cafeteros para revivir el grupo empresarial cafetero pero ahora en nuevas empresas clave para el país como hidroeléctricas, telecomunicaciones, transporte e infraestructura, nanomedicina, biotecnología, entre otros. con la diversificación del fondo cafetero en la economía aumenta el flujo de caja y mayores transferencias a los cafeteros por conceptos de ingresos distintos al café. esto reduce el estrés de los precios del café en tiempos de crisis. además desarrolla industria, genera empleo, aporta innovación, le da la oportunidad a los cafeteros de trabajar en labores distintas al café como ingeniería, en fin.",0
194,Alejo,Medellín,Antioquia,Colombia,¿Cuál es la mejor manera de  combatir la corrupción en las entidades del estado?,¿Crees que este problema se puede erradicar por completo?,contaduría general de la nación en línea,"la contaduría general de la nación ahora estará en línea, se eliminara la contabilidad física. ahora la contabilidad del estado, gobernaciones y alcaldía deben gestionarse en línea, los contratos deben tramitarse en línea y así evitar contratos por debajo de la mesa, desvíos de los recursos públicos, robos financieros en complicidad de políticos corruptos. la contabilidad virtual no se puede modificar, es seguro y transparente. desarrollar la plataforma www.contaduriaenlinea.gov.co y www.revisoriafiscal.gov.co para evitar la corrupción dentro de la contaduría la revisoria estará conformada por revisores independientes (firmas contratadas) y los que ponga el congreso de la república.",0
195,Alejo,Medellín,Antioquia,Colombia,¿Cuál es la mejor manera de  combatir la corrupción en las entidades del estado?,¿Crees que este problema se puede erradicar por completo?,corrupción política (jaque mate),"a los políticos que hagan contratos que desfalquen al estado por debajo de la mesa y/o se asocien con estructuras delincuenciales debe aplicarse el derecho de extinción de dominio a sus bienes para recuperar algo, se procede con el proceso judicial y se declara la muerte política. enviar por mensaje de urgencia los 7 mandatos anti corrupción en el legislativo. además de implementar otras medidas como la contabilidad y contratación en línea que evite este tipo de hechos completamente inaceptables.",0
196,Alejo,Medellín,Antioquia,Colombia,¿Cuál es la mejor manera de  combatir la corrupción en las entidades del estado?,¿Crees que este problema se puede erradicar por completo?,empresas corruptas nunca volverán a contratar con el estado,la corrupción corporativa que se presta en detener las obras de infraestructura más importantes para el país mediante prácticas anti competitivas que desfalcan al estado por debajo de la mesa nunca volverán a contratar con el estado colombiano. además deberán reparar los daños ocasionados por los atrasos en las obras y alterar los valores de contratación.,0
200,Alejo,Medellín,Antioquia,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,aeropuertos mini para el turismo / transporte rápido,"estudiar la factibilidad en la construcción de aeropuertos mini en municipios con más de 25.000 habitantes o puntos intermedios estratégicos por un transporte más rápido como aerotaxis, avionetas o aeronave mini para el transporte público y logística como mensajería aerea o movilización de productos de un sitio a otro. reducir los tiempos que el transporte terrestre no soluciona. facilitar el incremento y flujo de pasajeros en turismo  y el establecimiento de la empresa privada en dichas zonas facilitando el desarrollo económico regional (y no solo de las grandes urbes).",0
202,Alejo,Medellín,Antioquia,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,alianza ministerio dsalud - caracoltv® / humor e ilusionismo (sábados felicies),"humor e ilusionismo: el arte de hacer reír. la otra cara de la economía naranja con efectos positivos en la salud. es en ese sentido que se busca revivir las cámaras escondidas de tambiéncaeras® en sábadosfelices®. efectos en la salud: la risa adelgaza, provoca sensación de felicidad, combate el insomnio, alivia los dolores, nos ayuda contra los problemas cardiovasculares, mejora la piel, reduce el estrés, previene las contracturas, despeja nariz y oídos, refuerza el sistema inmunológico, combate la timidez, limpia los ojos, alivia el dolor, tiene el mismo efecto que la meditación, potencia la imaginación, mejora la memoria. una alianza para la salud a través del humor e ilusionismo.",0
210,Alejo,Medellín,Antioquia,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,ciberinfiltraciones en apps de citas y redes sociales,"darle poder a la unidad de ciberpolicia para que infiltre grupos y redes sociales así como aplicaciones para citas de manera global que permita identificar a los vendedores de drogas ilícitas por estos medios. en otras palabras, cuando la policia detecta un vendedor de popper, marihuana o cocaina por alguna aplicación de citas o redes sociales, la policía se hará pasar por un posible comprador por este medio y así hacerlo caer así como la banda detrás que la distribuye en masa. la ciberpolicia en la red, tu seguridad en línea, nuestra razón de ser (ciberpol - policia).",0
211,Alejo,Medellín,Antioquia,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,claves de internet (ciberseguridad),"para muchos desconocido mundo de los piratas informáticos de ""sombrero blanco"", la división de cibercrimen del servicio secreto de ee. uu que trabaja para protegernos de los riesgos asociados con la conectividad continua de muchas de nuestras actividades cotidianas a las que los cibercriminales intentan acceder.",0
214,Alejo,Medellín,Antioquia,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,combate del tráfico de dominios (código del comercio),"los dominios terminados en "".co"" son de colombia. por lo tanto si un emprendedor o empresa necesitara determinado dominio web pero este se encuentra registrado pero inutilizado será transferido a favor del emprendedor sin ningún ánimo de lucro. en este caso se está violando el código de comercio puesto que es un dominio que alguien registro pero no lo está utilizando y afecta la expansión de empresas y startups nativas. de esta manera queda prohibido el registro de dominios web "".co"" para la reventa, nadie se hará millonario a costa de emprendedores digitales nacientes. cero tolerancia con la vagancia digital.",0
215,Alejo,Medellín,Antioquia,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,conexión caribe - pacífico (opciones),"conectar el caribe con el pacífico colombiano que impulse el desarrollo y el transporte fluvial de pasajeros así como el de mercancías. opción 1, brazo león río atrato - conexión pacífico. opción 2, río magdalena, río cauca, canal buenaventura - cali. financiación 1, mediante préstamo internacional. financiación 2, levantar recursos entre colombia, perú, chile y méxico como socios del nuevo canal. financiación 3, mediante concesiones a inversionistas internacionales.",0
220,Alejo,Medellín,Antioquia,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,creación del grupo auteco® (marca país),"auteco® es la empresa colombiana de fabricación de motocicletas, lo triste es que lo hace para marcas extranjeras y no como marca propia. en ese sentido, se crea un ambiente para atraer inversionistas colombianos que quieran participar en la capitalización de esta empresa permitiendo crear el grupo auteco®. dicho grupo se distribuirá así: auteco motors® (empresa marca país colombia®) autos y motos inteligentes marca auteco®. y la segunda, ensambladora auteco® (ensamblador de marcas extranjeras).",0
222,Alejo,Medellín,Antioquia,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,delincuentes tecnológicos (gurus del mal),"ya sea para superar la sofisticada seguridad multicapa de una bóveda de diamantes, usar la web profunda para llevar el narcotráfico al siglo xxi, entrenar con equipos de alta tecnología para vencer a un casino, o la más nefasta, emplear trucos de software para difundir el terrorismo. estos maestros delincuentes están a la vanguardia de la alta tecnología y no dudarán en emplearla para conseguir sus objetivos.",0
229,Alejo,Medellín,Antioquia,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,empresas de desarrollo de software a bajo costo (para emprendedores solitarios),"cuando no encontramos financiación de ningún lado nos encontramos con e dilema de que nos toca contratar a un desarrollador por cuenta propia pero resulta que después de un tiempo no ha sido capaz de desarrollar una app o web. en mi caso, le pagué y le dí la confianza a un programador venezolano para que desarrollara una app móvil en android para el ""mercado de las reservas profesionales"" pero no salió con absolutamente nada después de dos años dejándome una perdida millonaria de $40.000.000, cero tolerancia con este tipo de estafas y engaños. más empresas de desarrollo de software, webs híbridas y apps colombianas para emprendedores colombianos a bajo costo (low cost).",0
